1.600000000000000000e+01,1.153217723134916994e+01
4.700000000000000000e+01,2.052429139119716694e+01
7.500000000000000000e+01,3.247001772847821854e+01
1.060000000000000000e+02,4.723735027677198417e+01
1.360000000000000000e+02,5.150805259040326689e+01
1.670000000000000000e+02,5.337122856383459180e+01
1.970000000000000000e+02,5.174539739177757269e+01
2.280000000000000000e+02,4.493568695121085455e+01
2.590000000000000000e+02,3.826222528464109729e+01
2.890000000000000000e+02,2.256389789100668608e+01
3.200000000000000000e+02,1.169416660589217472e+01
3.500000000000000000e+02,7.678352084759956675e+00
