0.000000000000000000e+00,3.000000000000000000e+01
3.200000000000000000e+01,3.000000000000000000e+01
7.500000000000000000e+01,3.000000000000000000e+01
9.500000000000000000e+01,3.000000000000000000e+00
1.210000000000000000e+02,5.000000000000000000e+00
1.520000000000000000e+02,6.000000000000000000e+00
1.820000000000000000e+02,6.500000000000000000e+00
2.130000000000000000e+02,7.000000000000000000e+00
2.440000000000000000e+02,8.000000000000000000e+00
2.740000000000000000e+02,9.000000000000000000e+00
3.050000000000000000e+02,1.200000000000000000e+01
3.350000000000000000e+02,1.500000000000000000e+01
3.450000000000000000e+02,3.000000000000000000e+01
3.650000000000000000e+02,3.000000000000000000e+01
